molecule_chembl_id,canonical_smiles,standard_value,Bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,TPSA,standard_value_norm,pIC50_values
CHEMBL3344212,CS(=O)(=O)CC(NC1CCCCC1)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,77.2,active,632.664,5.7724,2,8,111.25,77.2,7.1123827
CHEMBL3344211,CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,14.7,active,404.293,2.8857,4,3,81.84,14.7,7.832682665
CHEMBL3344208,CN(C)C(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,6.8,active,457.523,3.75384,2,11,127.42,6.8,8.167491087
CHEMBL3344210,CNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,34.8,active,559.051,6.308,2,10,102.78,34.8,7.458420756
CHEMBL3344209,CS(=O)(=O)CC(N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,17.6,active,559.051,6.308,2,10,102.78,17.6,7.754487332
CHEMBL3343621,Cc1cc(/C=N/NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4sccc4n3)cc2)cc(C)c1O,10000,active,295.342,3.54244,0,5,51.39,10000,5
CHEMBL3339360,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(C(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCCC1,100000,active,297.314,3.33624,0,6,60.62,100000,4
CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,2990,active,343.383,3.63334,0,7,69.85,2990,5.524328812
CHEMBL3393072,O=C(Cc1c[nH]c2ccccc12)NNC(=S)Nc1ncccc1Br,8490,active,313.357,3.62474,0,6,60.62,8490,5.07109231
CHEMBL1365395,Cc1ccc2c(C)nc(Nc3nc(O)cc(CSc4nnnn4-c4ccccc4)n3)nc2c1,3920,active,313.357,3.62474,0,6,60.62,3920,5.406713933
CHEMBL3397275,Clc1cc(Nc2ncnc3ccc(NC4=NC[C@H](COc5ccccc5)O4)cc23)ccc1OCc1nccs1,1210,active,293.326,4.35374,0,5,55.3,1210,5.91721463
CHEMBL3397276,Clc1cc(Nc2ncnc3ccc(NC4=NC[C@@H](COc5ccccc5)O4)cc23)ccc1OCc1nccs1,950,active,295.342,3.54244,0,5,51.39,950,6.022276395
CHEMBL3403513,Cc1nc(N(C)c2ccc3c(c2)CCO3)c2cc(C)oc2n1,226.4,active,293.326,3.79214,0,5,53.08,226.4,6.645123577
CHEMBL3403512,Cc1nc(N(C)c2ccc3c(c2)OCO3)c2cc(C)oc2n1,298.2,active,309.369,3.93254,0,5,51.39,298.2,6.525492361
CHEMBL3403511,COc1cc(N(C)c2nc(C)nc3oc(C)cc23)cc(OC)c1OC,500,active,311.385,4.39474,0,5,51.39,500,6.301029996
CHEMBL3403510,COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1OC,90.3,active,297.358,4.00624,0,5,51.39,90.3,7.04431225
CHEMBL3403509,COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)c(OC)c1,162.3,active,1000.143,5.70562,1,16,201.67,162.3,6.78968148
CHEMBL3403514,Cc1nc(N(C)c2ccc3occc3c2)c2cc(C)oc2n1,306.6,active,529.622,4.7416,2,9,119.24,306.6,6.513427849
CHEMBL3403515,COc1ccc2c(c1)CCN2c1nc(C)nc2oc(C)cc12,103.2,active,543.624,5.3108,1,8,99.37,103.2,6.986320303
CHEMBL3403516,COc1ccc2c(ccn2-c2nc(C)nc3oc(C)cc23)c1,500,active,425.496,3.5949,2,8,91.99,500,6.301029996
CHEMBL3403517,COc1ccc2c(c1)CCCN2c1nc(C)nc2oc(C)cc12,3.4,active,543.599,4.0546,0,9,83.64,3.4,8.468521083
CHEMBL3403518,Cc1nc(N(C)c2ccc(OC(C)C)cc2)c2cc(C)oc2n1,102.2,active,502.962,5.5784,2,8,98.84,102.2,6.990549104
CHEMBL3403519,CCOc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1,500,active,478.98,5.9099,2,6,59.07,500,6.301029996
CHEMBL3400291,Cc1c(Cc2cccc(N(C)S(=O)(=O)CCCNCCCCCC(=O)N3CCN(c4nc(N5CCOCC5)nc(-n5c(C(F)F)nc6ccccc65)n4)CC3)c2)c(=O)oc2cc(OC(=O)N(C)C)ccc12,10000,active,409.873,5.7877,1,5,47.04,10000,5
CHEMBL3409484,CS(=O)(=O)CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cn2)o1,25,active,452.942,5.5051,2,6,73.06,25,7.602059991
CHEMBL3409483,[O-][S+]1CCN(Cc2ccc(-c3cc4c(Nc5ccc(OCc6cccc(F)c6)cc5)ncnc4cn3)o2)CC1,23,active,503.628,3.2539,3,8,101.82,23,7.638272164
CHEMBL3409482,CN(CCO)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,36,active,489.645,3.6137,3,8,84.75,36,7.443697499
CHEMBL3417489,O=c1ccc(-n2ccc3ccc(F)cc32)nn1CCOc1ccnc2cc(OCCCN3CCOCC3)ccc12,1000,active,445.592,3.909,3,7,73.31,1000,6
CHEMBL3416636,Nc1cnc(C#Cc2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cn1,372,active,494.58,5.2043,2,6,90.46,372,6.42945706
CHEMBL3416635,Fc1cccc(COc2ccc(Nc3ncnc4sc(C#CC5CCCN5)cc34)cc2Cl)c1,109,active,522.993,6.0155,2,6,90.46,109,6.962573502
CHEMBL3416634,C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,71,active,491.975,7.482,1,6,56.27,71,7.148741651
CHEMBL3416633,C[C@H](N)C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,69,active,357.438,5.0918,1,5,47.04,69,7.161150909
CHEMBL3416632,O=C(c1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2)cc1)N1CCN(CCO)CC1,5000,active,385.851,5.903,1,5,47.04,5000,5.301029996
CHEMBL3416631,OCCN1CCN(Cc2ccc(-c3cc4c(N[C@H](CO)c5ccccc5)ncnc4s3)cc2)CC1,600,active,333.416,5.1105,1,5,47.04,600,6.22184875
CHEMBL3416630,OC[C@@H](Nc1ncnc2sc(-c3ccc(CN4CCNCC4)cc3)cc12)c1ccccc1,600,active,367.499,5.6015,1,6,47.04,600,6.22184875
CHEMBL3416629,C#Cc1cccc(N2C(=O)Nc3c(C(=O)Nc4ccc(CN5CCCC5)cc4)sc4ncnc2c34)c1,26,active,353.472,5.0405,1,6,47.04,26,7.585026652
CHEMBL3416628,O=C(Nc1ccc(CN2CCCC2)cc1)c1sc2ncnc3c2c1NC(=O)N3c1ccc(F)c(Cl)c1,7,active,362.458,4.935,1,6,59.93,7,8.15490196
CHEMBL3416627,COc1ccccc1-c1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,220,active,348.431,4.374,1,6,59.93,220,6.657577319
CHEMBL3416626,C#Cc1cccc(Nc2ncnc3sc(-c4ccccc4OC)cc23)c1,18,active,348.431,4.374,1,6,59.93,18,7.744727495
CHEMBL3416625,COc1ccccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5,active,348.431,4.374,1,6,59.93,5,8.301029996
CHEMBL3416624,COc1ccccc1-c1cc2c(Nc3ccccc3)ncnc2s1,173,active,379.46,5.6791,1,5,47.04,173,6.761953897
CHEMBL3416623,COc1ccccc1-c1cc2c(N[C@H](C)c3cccs3)ncnc2s1,55,active,391.496,5.1665,1,6,56.27,55,7.259637311
CHEMBL3416622,COc1ccccc1-c1cc2c(NCc3cccs3)ncnc2s1,170,active,377.469,4.5124,2,6,67.27,170,6.769551079
CHEMBL3416437,COc1ccccc1-c1cc2c(N[C@H](C)c3ccccn3)ncnc2s1,153,active,377.469,4.5124,2,6,67.27,153,6.815308569
CHEMBL3414594,COc1ccccc1-c1cc2c(NCc3ccccn3)ncnc2s1,183,active,377.469,4.5124,2,6,67.27,183,6.73754891
CHEMBL3416598,COc1ccccc1-c1cc2c(NCc3cccnc3)ncnc2s1,275,active,361.47,5.54,1,5,47.04,275,6.560667306
CHEMBL3416597,COc1ccccc1-c1cc2c(NCc3ccncc3)ncnc2s1,108,active,361.47,5.54,1,5,47.04,108,6.966576245
CHEMBL3416596,COc1ccccc1-c1cc2c(N[C@H](C)c3ccc(F)cc3)ncnc2s1,27,active,361.47,5.54,1,5,47.04,27,7.568636236
CHEMBL3416595,COC[C@@H](Nc1ncnc2sc(-c3ccccc3OC)cc12)c1ccccc1,23,active,347.443,4.979,1,5,47.04,23,7.638272164
CHEMBL3416594,COc1ccccc1-c1cc2c(NC(CO)c3ccccc3)ncnc2s1,8,active,464.747,6.5689,1,5,47.04,8,8.096910013
CHEMBL3416593,COc1ccccc1-c1cc2c(N[C@@H](CO)c3ccccc3)ncnc2s1,629,active,412.312,5.7764,1,5,47.04,629,6.201349355
CHEMBL3416592,COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1,1,active,330.21,4.1787,1,4,37.81,1,9
CHEMBL3416591,COc1ccccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,19,active,358.623,4.9899,1,4,37.81,19,7.721246399
CHEMBL3416590,COc1ccccc1-c1cc2c(N[C@@H](C)c3ccccc3)ncnc2s1,1860,active,306.188,4.1974,1,4,37.81,1860,5.730487056
CHEMBL3416447,COc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,9,active,340.271,4.6884,1,5,37.81,9,8.045757491
CHEMBL3416446,COc1ccccc1-c1cc2c(NCc3ccccc3)ncnc2s1,17,active,326.244,4.1274,1,5,37.81,17,7.769551079
CHEMBL3416441,Fc1cccc(COc2ccc(Nc3ncnc4sc(Br)cc34)cc2Cl)c1,257,active,335.23,4.0219,1,5,50.7,257,6.590066877
CHEMBL3416440,Brc1cc2c(Nc3cccc(OCc4ccccc4)c3)ncnc2s1,10000,active,321.203,3.4609,1,5,50.7,10000,5
CHEMBL3416439,C#Cc1cccc(Nc2ncnc3sc(Br)cc23)c1,23,active,321.203,3.4609,1,5,50.7,23,7.638272164
CHEMBL3416438,Fc1ccc(Nc2ncnc3sc(Br)cc23)cc1Cl,53,active,321.203,3.4609,1,5,50.7,53,7.27572413
CHEMBL3416621,Brc1cc2c(Nc3ccccc3)ncnc2s1,80,active,352.232,4.766,1,4,37.81,80,7.096910013
CHEMBL3416620,C[C@@H](Nc1ncnc2sc(Br)cc12)c1cccs1,415,active,348.269,5.017,1,4,37.81,415,6.381951903
CHEMBL3416619,Brc1cc2c(NCc3cccs3)ncnc2s1,1374,active,364.268,4.2534,1,5,47.04,1374,5.862013267
CHEMBL3416617,C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccn1,2079,active,364.268,4.2534,1,5,47.04,2079,5.682145511
CHEMBL3416616,Brc1cc2c(NCc3ccccn3)ncnc2s1,7904,active,350.241,3.5993,2,5,58.04,7904,5.102153068
CHEMBL3416615,Brc1cc2c(NCc3cccnc3)ncnc2s1,10000,active,350.241,3.5993,2,5,58.04,10000,5
CHEMBL3416614,Brc1cc2c(NCc3ccncc3)ncnc2s1,3883,active,350.241,3.5993,2,5,58.04,3883,5.410832609
CHEMBL3416612,C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccc(F)cc1,150,active,334.242,4.6269,1,4,37.81,150,6.823908741
CHEMBL3416608,CC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,183,active,334.242,4.6269,1,4,37.81,183,6.73754891
CHEMBL3416607,COC[C@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,10000,active,334.242,4.6269,1,4,37.81,10000,5
CHEMBL3416606,COC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,262,active,320.215,4.0659,1,4,37.81,262,6.581698709
CHEMBL3416605,OCC(Nc1ncnc2sc(Br)cc12)c1ccccc1,83,active,576.627,4.15512,2,8,105.2,83,7.080921908
CHEMBL3416604,OC[C@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,10000,active,614.081,6.11108,2,9,115.64,10000,5
CHEMBL3416603,OC[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,36,active,642.185,6.69388,2,10,115.64,36,7.443697499
CHEMBL3416602,CC(Nc1ncnc2sc(Br)cc12)c1ccccc1,156,active,641.088,5.88018,2,11,158.78,156,6.806875402
CHEMBL3416601,C[C@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,10000,active,641.088,5.88018,2,11,158.78,10000,5
CHEMBL3416600,C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1,38,active,639.16,6.03798,2,10,118.88,38,7.420216403
CHEMBL3416599,Brc1cc2c(NCc3ccccc3)ncnc2s1,241,active,621.101,5.84366,2,10,139.43,241,6.617982957
CHEMBL3426225,CCn1nc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)c2c(N)ncnc21,3518,active,597.079,5.36698,2,10,128.53,3518,5.453704165
CHEMBL3425655,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(F)cc3)c2)n1,7000,active,586.052,5.56498,2,10,128.78,7000,5.15490196
CHEMBL3425656,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(SC)cc3)c2)n1,4800,active,586.056,4.69508,3,10,144.32,4800,5.318758763
CHEMBL3425657,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc([N+](=O)[O-])cc3)c2)n1,10000,active,560.058,5.22478,2,9,115.64,10000,5
CHEMBL3425658,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cccc([N+](=O)[O-])c3)c2)n1,10000,active,562.074,5.47078,2,9,115.64,10000,5
CHEMBL3425659,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(N(C)C)cc3)c2)n1,10000,active,576.101,5.86088,2,9,115.64,10000,5
CHEMBL3425660,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccc(C#N)cc3)c2)n1,10000,active,588.112,6.00498,2,9,115.64,10000,5
CHEMBL3425661,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccncc3)c2)n1,8700,active,657.068,7.1498,2,8,91.85,8700,5.060480747
CHEMBL3425662,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccco3)c2)n1,10000,active,682.147,7.0767,2,9,95.09,10000,5
CHEMBL3425663,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cnc[nH]3)c2)n1,10000,active,669.104,7.0193,2,9,101.08,10000,5
CHEMBL3425664,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C3CC3)c2)n1,7200,active,482.972,4.3847,2,8,91.85,7200,5.142667504
CHEMBL3425665,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C(C)C)c2)n1,10000,active,535.048,5.331,2,8,91.85,10000,5
CHEMBL3425666,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C(C)(C)C)c2)n1,10000,active,537.064,5.555,2,8,91.85,10000,5
CHEMBL3425667,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/C3CCCC3)c2)n1,10000,active,631.161,7.7672,2,7,99.58,10000,5
CHEMBL3425668,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(=C/c3ccc(F)cc3)C(F)(F)F)c2)n1,10000,active,589.508,6.7536,2,7,99.58,10000,5
CHEMBL3425669,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(=C/c3ccc(N(C)C)cc3)C(F)(F)F)c2)n1,10000,active,556.051,5.4952,2,8,112.47,10000,5
CHEMBL3425670,COc1ccc(/C=C(/C(=O)Nc2cccc(Oc3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3Cl)c2)C(F)(F)F)cc1,10000,active,590.496,6.1486,2,8,112.47,10000,5
CHEMBL3425671,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(C)=O)c2)n1,10000,active,634.947,6.2577,2,8,112.47,10000,5
CHEMBL3425672,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C=C/C3CC3)c2)n1,5600,active,570.078,5.80362,2,8,112.47,5600,5.251811973
CHEMBL3425673,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCC3CC3)c2)n1,10000,active,639.988,6.9242,2,8,99.58,10000,5
CHEMBL3586189,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccc(-c2ccccc2)cc1,13200,active,561.092,6.1617,2,8,99.58,13200,4.879426069
CHEMBL3586185,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccc(Cl)cc1,7600,active,675.161,5.88422,2,9,113.95,7600,5.119186408
CHEMBL3586179,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccnc1,9800,active,379.399,1.95738,3,6,123.72,9800,5.008773924
CHEMBL3586178,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccnc1Cl,7400,active,508.026,4.3706,3,8,94.65,7400,5.13076828
CHEMBL3586177,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccc(Br)n1,3100,active,436.52,3.14432,3,8,111.3,3100,5.508638306
CHEMBL3586176,Cc1cccc(/C=C2/SC(N3CCC[C@H]3C(=O)Nc3ccc4ncnc(Nc5cccc(Cl)c5)c4c3)=NC2=O)n1,6500,active,410.438,2.70402,2,9,125.34,6500,5.187086643
CHEMBL3586175,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1ccc(Br)s1,31400,active,410.438,2.70402,2,9,125.34,31400,4.503070352
CHEMBL3586174,O=C1N=C(N2CCC[C@H]2C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)S/C1=C/c1cccs1,8100,active,410.438,2.70402,2,9,125.34,8100,5.091514981
CHEMBL3594105,COc1cc2c(Oc3ccc(NC(=O)c4[nH]c(=O)n(-c5ccccc5Cl)c4C)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,100000,active,380.456,2.37802,3,8,108.22,100000,4
CHEMBL3593777,N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,1000,active,380.456,2.37802,3,8,108.22,1000,6
CHEMBL3601223,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,409,active,336.355,3.16852,3,6,104.82,409,6.388276692
CHEMBL3604925,CCC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,10000,active,338.371,3.39252,3,6,104.82,10000,5
CHEMBL3604926,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccccc3[N+](=O)[O-])n2)n[nH]1,10000,active,420.477,2.6119,3,8,111.3,10000,5
CHEMBL3604927,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3cccc([N+](=O)[O-])c3)n2)n[nH]1,3900,active,422.493,2.8359,3,8,111.3,3900,5.408935393
CHEMBL3604928,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1,10000,active,491.6,2.85212,3,9,114.54,10000,5
CHEMBL3604929,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3cccc(N)c3)n2)n[nH]1,10000,active,502.501,3.85282,3,8,111.3,10000,5
CHEMBL3604930,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(N)cc3)n2)n[nH]1,10000,active,470.537,3.7651,3,8,111.3,10000,5
CHEMBL3604931,C=CC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1,10000,active,472.553,3.9891,3,8,111.3,10000,5
CHEMBL3604932,CCC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1,10000,active,527.633,3.6969,3,9,114.54,10000,5
CHEMBL3604933,C=CC(=O)Nc1cccc(Oc2nc(Nc3cc[nH]n3)cc(N3CCN(C)CC3)n2)c1,10000,active,549.433,4.5276,3,8,111.3,10000,5
CHEMBL3604934,CCC(=O)Nc1cccc(Oc2nc(Nc3cc[nH]n3)cc(N3CCN(C)CC3)n2)c1,10000,active,498.547,3.6818,3,8,128.37,10000,5
CHEMBL3604935,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(NC(=O)/C=C/CN(C)C)cc3)n2)n[nH]1,1700,active,497.603,4.2638,2,8,87.55,1700,5.769551079
CHEMBL3604936,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc(NC(=O)/C=C/C(F)(F)F)cc3)n2)n[nH]1,2000,active,555.561,4.7842,3,8,111.72,2000,5.698970004
CHEMBL3604937,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,1700,active,358.405,4.112,3,5,95.59,1700,5.769551079
CHEMBL3604938,CCC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,10000,active,306.329,2.7348,3,5,95.59,10000,5
CHEMBL3604939,CN(C)C/C=C/C(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,6700,active,308.345,2.9588,3,5,95.59,6700,5.173925197
CHEMBL3604940,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccc(Br)cc34)cc(N3CCN(C)CC3)n2)c1,2900,active,434.504,2.92032,3,8,111.3,2900,5.537602002
CHEMBL3604941,C=CC(=O)Nc1cccc(Oc2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C(C)=O)CC3)n2)c1,3600,active,434.504,2.92032,3,8,111.3,3600,5.443697499
CHEMBL3604943,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,2,active,434.504,2.92032,3,8,111.3,2,8.698970004
CHEMBL3545308,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,2,active,436.52,3.14432,3,8,111.3,2,8.698970004
CHEMBL3604916,CCC(=O)Nc1ccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)cc1,10000,active,436.52,3.14432,3,8,111.3,10000,5
CHEMBL3604917,C=CC(=O)Nc1cc(Nc2cc[nH]n2)nc(-c2ccccc2)n1,900,active,358.405,4.112,3,5,95.59,900,6.045757491
CHEMBL3604918,CCC(=O)Nc1cc(Nc2cc[nH]n2)nc(-c2ccccc2)n1,10000,active,358.405,4.112,3,5,95.59,10000,5
CHEMBL3604920,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cc(C)[nH]n2)cc(N2CCN(C)CC2)n1,900,active,356.389,3.888,3,5,95.59,900,6.045757491
CHEMBL3604921,C=CC(=O)Nc1cccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)c1,10000,active,356.389,3.888,3,5,95.59,10000,5
CHEMBL3604922,C=CC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,3100,active,356.389,3.888,3,5,95.59,3100,5.508638306
CHEMBL3604923,CCC(=O)Nc1ccccc1Oc1nc(Nc2cc(C)[nH]n2)cc(N2CCN(C)CC2)n1,10000,active,358.405,4.112,3,5,95.59,10000,5
CHEMBL3604924,CCC(=O)Nc1cccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)c1,10000,active,356.389,3.888,3,5,95.59,10000,5
CHEMBL3604915,CCC(=O)Nc1cccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)c1,3700,active,454.538,3.6398,3,7,102.07,3700,5.431798276
CHEMBL3604914,CCC(=O)Nc1ccccc1-c1nc(Nc2cc[nH]n2)c2ccccc2n1,10000,active,320.356,3.04322,3,5,95.59,10000,5
CHEMBL3604913,C=CC(=O)Nc1ccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)cc1,10000,active,395.425,2.9227,1,3,66.64,10000,5
CHEMBL3604912,C=CC(=O)Nc1cccc(-c2nc(Nc3cc[nH]n3)c3ccccc3n2)c1,1100,active,427.488,2.02162,2,9,105.79,1100,5.958607315
CHEMBL3604911,C=CC(=O)Nc1ccccc1-c1nc(Nc2cc[nH]n2)c2ccccc2n1,10000,active,491.6,1.1949,3,10,114.68,10000,5
CHEMBL3604910,CCC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1,10000,active,515.666,2.9832,1,9,85.66,10000,5
CHEMBL1232944,C=CC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1,10000,active,413.461,1.7132,2,9,105.79,10000,5
CHEMBL3604942,C=CC(=O)Nc1cccc(-c2nc(Nc3n[nH]c4ccccc34)cc(N3CCN(C)CC3)n2)c1,10000,active,429.46,1.1608,2,10,115.02,10000,5
CHEMBL3604919,C=CC(=O)Nc1cccc(-c2nccc(Nc3cc(C)[nH]n3)n2)c1,10000,active,512.594,2.0614,2,11,118.26,10000,5
CHEMBL3606021,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,10000,active,611.577,5.84812,1,11,130.6,10000,5
CHEMBL3608432,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,6651,active,452.467,3.6418,1,10,117.71,6651,5.177113052
CHEMBL3608431,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(CCO)c3n2)C1,31,active,480.477,3.5069,2,11,145.78,31,7.508638306
